#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
7528221_507_A1CF6U3GF7DZEJ	FEMA has the funding, not the local communities	the funding should go to the local communities	1	Local communities do a better job than huge agencies like FEMA.	We don't need FEMA	Do We Really Need FEMA?	Should the states, or private companies, take over FEMA's responsibilities for emergency response.
6022867_778_A1CF6U3GF7DZEJ	veganism is preaching mandatory diets	veganism is not preaching mandatory diets	0	Everyone has different dietary requirements and compelling others to try to live by vegan standards may not work well for them.	Veganism is not good for everyone	Is Veganism Good For Everyone?	Maybe some of us simply weren't built to be vegans. Is the diet good for everyone?
5360372_89_A1HKYY6XI2OHO1	today's children have turned out not to be dumb and obnoxious	today's children have turned out to be dumb and obnoxious	0	Public schools already tailor classes to children's needs without parent interference.	Parents should not control what kids learn at school	Should Parents Control What Kids Learn at School?	In New Hampshire, parents can tailor each child's curriculum to avoid "objectionable" content. Does that turn education into a private right instead of a public good?
13039956_0_A104V8NZIQFN2F	China has not taken advantage of the US in trading	China has taken advantage of the US in trading	0	China is basically a dictatorship and the US does business with them.	The U.S. should lift sanctions with Cuba	Hitting 'Restart' With Cuba	Should the U.S. lift sanctions and establish diplomatic relations with Cuba?
13273414_0_A1CF6U3GF7DZEJ	they are getting hardly any money, like life in Napster time	they are at least getting some money, unlike life in Napster time	0	Streaming services do not pay artists as much as radio does.	Streaming is not good for musicians	Is Streaming Good for Musicians?	As listeners begin to move from CDs and downloads to streaming, is the trend good for music and musicians?
3123867_109_A1I4CYG5YDFTYM	cars do not need to learn to watch for bikes  more in order to help avoid injury	cars clearly need to learn to watch for bikes a little more in order to help avoid injury	0	Bikers show no regard for red lights, one way streets, or for even using the lanes. Exiting a car is hazardous. Bikers use the other side of the street, then complain when doors open etc. and endanger them.	New York's bike lanes are not working	Are New York's Bike Lanes Working?	Mayor Koch's bicycle network died quickly. Mayor Bloomberg's is remaking the streets of the city. What is the verdict so far?
11404549_402_A1LZPWVZRTUZD0	the risk of not vaccinating the entire population is much riskier than the individual risk of vaccine injury	the risk of not vaccinating the entire population is much less risky than the individual risk of vaccine injury	1	Some are not willing to take the risk of vaccine injuries.	Vaccination should not be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized?
11410953_108_A2GHGJP29KRWOQ	the plague killed no one	the plague killed literally millions	0	There are thousands of people injured by vaccines, and years of studies that make me question their safety.	Vaccination should not be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized?
9846734_338_A1I4CYG5YDFTYM	teachers can still be excited after having training, it shows they truly love their job	teachers might not still be excited after having training, even if they truly love their job	1	Enthusiasm by young teachers can actually be worth more than teachers who have a negative attitude.	Teachers do not need to have experience	Do Teachers Need to Have Experience?	Many charter schools rely on young inexperienced, but motivated, people who quit after a few years. Is that a good idea?
6537714_175_A247LJDZOGXJK6	children will have to handle things that are unexpected	children will never have to handle things that are unexpected	0	Family vacations teach children to handle uncertainties and unexpected happenings in an unfamiliar environment.	Parents should make vacation with kids	Are Family Vacations Worth It?	Should parents soldier forth and try to create those irreplaceable family memories? Or take a real break by zipping off without the kids?
6814608_283_AA7ASGQEOMKEZ	doping doesn't improve performance for adults playing for spectators	doping improves performance for adults playing for spectators	0	The kids playing sports for fun aren't benefiting from doping.	Doping should not be allowed	Should Doping Be Allowed?	It's a constant scandal in cycling, baseball and at the Olympics. Testing doesn't eliminate the drugs. Should we just accept them?
12412641_198_A34QZDSTKZ3JO9	small cities are not being overrun by tourists	small cities are being overrun by tourists	0	A small city with architectural treasures can become an international destination for architecture aficionados.	'Starchitects' are not ruining cities	Are 'Starchitects' Ruining Cities?	Are superstar architects, who often work in cities they know little about, creating buildings that don't mesh well with the surroundings?
6042475_234_A2GHGJP29KRWOQ	all humans are essentially the same	all humans are not the same	0	Eating meat is animistic and not right for humans.	Veganism is good for everyone	Is Veganism Good For Everyone?	Maybe some of us simply weren't built to be vegans. Is the diet good for everyone?
5382541_98_A1I4CYG5YDFTYM	the US won't build something nearly as nice due to cost	the US will build something nearly as nice due to American know-how	1	The vast trains in Europe, Japan and China are comfortable.	California needs high-speed rail	Does California Need High-Speed Rail?	Some say the state can't afford to build a rail line from Los Angeles to San Francisco. But maybe it can't afford not to.
